id,name,members,value,highalch,lowalch,limit,examine
2359,Mithril bar,False,300,180,120,10000,It's a bar of mithril.
1369,Mithril battleaxe,False,1690,1014,676,125,A vicious looking axe.
9142,Mithril bolts,True,20,12,8,7000,Mithril crossbow bolts.
9289,Mithril bolts (p),True,20,12,8,11000,Some poisoned mithril bolts.
9296,Mithril bolts (p+),True,20,12,8,11000,Some poisoned mithril bolts.
9303,Mithril bolts (p++),True,20,12,8,11000,Super poisoned mithril bolts.
9379,Mithril bolts (unf),True,1,1,1,13000,Unfeathered mithril crossbow bolts.
4127,Mithril boots,True,780,468,312,125,These will protect my feet.
4793,Mithril brutal,True,50,30,20,11000,Blunt mithril arrow... ouch.
31910,Mithril cannonball,True,60,36,24,11000,Ammo suited for a boat's cannon.
1109,Mithril chainbody,False,1950,1170,780,125,A series of connected metal rings.
3099,Mithril claws,True,475,285,190,125,A set of fighting claws.
9181,Mithril crossbow,True,783,469,313,125,A mithril crossbow.
9461,Mithril crossbow (u),True,750,450,300,10000,An unstrung mithril crossbow.
1209,Mithril dagger,False,325,195,130,125,A dangerous dagger.
1225,Mithril dagger(p),True,325,195,130,125,A poisoned Mithril dagger.
5674,Mithril dagger(p+),True,325,195,130,125,A poisoned Mithril dagger.
5692,Mithril dagger(p++),True,325,195,130,125,A poisoned Mithril dagger.
809,Mithril dart,True,25,15,10,7000,A deadly throwing dart with a mithril tip.
822,Mithril dart tip,True,12,7,4,20000,A deadly looking dart tip made of mithril - needs feathers for flight.
815,Mithril dart(p),True,25,15,10,7000,A deadly poisoned dart with a mithril tip.
5632,Mithril dart(p+),True,25,15,10,7000,A deadly poisoned dart with a mithril tip.
5639,Mithril dart(p++),True,25,15,10,7000,A deadly poisoned dart with a mithril tip.
12369,Mithril dragon mask,True,10000,6000,4000,4,Do I look scary?
28208,Mithril felling axe,True,520,312,208,,A woodcutter's axe.
1159,Mithril full helm,False,1430,858,572,125,A full face helmet.
12283,Mithril full helm (g),False,1430,858,572,8,Mithril full helm with gold trim.
12293,Mithril full helm (t),False,1430,858,572,8,Mithril full helm with trim.
13008,Mithril gold-trimmed set (lg),False,5000,3000,2000,8,"A set containing a full helm, platebody, legs and kiteshield."
13010,Mithril gold-trimmed set (sk),False,5000,3000,2000,8,"A set containing a full helm, platebody, skirt and kiteshield."
3198,Mithril halberd,True,2600,1560,1040,125,A mithril halberd.
11373,Mithril hasta,True,845,507,338,125,"A mithril-tipped, one-handed hasta."
11400,Mithril hasta(p),True,845,507,338,125,"A poison-tipped, one-handed mithril hasta."
11403,Mithril hasta(p+),True,845,507,338,125,"A poison-tipped, one-handed mithril hasta."
11405,Mithril hasta(p++),True,845,507,338,125,"A poison-tipped, one-handed mithril hasta."
828,Mithril javelin,True,64,38,25,7000,A mithril tipped javelin.
19576,Mithril javelin tips,True,165,99,66,10000,Needs a shaft.
834,Mithril javelin(p),True,64,38,25,7000,A mithril tipped javelin.
5645,Mithril javelin(p+),True,64,38,25,7000,A mithril tipped javelin.
5651,Mithril javelin(p++),True,64,38,25,7000,A mithril tipped javelin.
32008,Mithril keel parts,True,1250,750,500,100,Parts for creating a mithril keel for a boat.
1197,Mithril kiteshield,False,2210,1326,884,125,A large metal shield.
12281,Mithril kiteshield (g),False,2210,1326,884,8,Mithril kiteshield with gold trim.
12291,Mithril kiteshield (t),False,2210,1326,884,8,Mithril kiteshield with trim.
866,Mithril knife,True,27,16,10,7000,A finely balanced throwing knife.
873,Mithril knife(p),True,27,16,10,7000,A finely balanced throwing knife.
5657,Mithril knife(p+),True,27,16,10,7000,A finely balanced throwing knife.
5664,Mithril knife(p++),True,27,16,10,7000,A finely balanced throwing knife.
9427,Mithril limbs,True,650,390,260,10000,A pair of mithril crossbow limbs.
1299,Mithril longsword,False,1300,780,520,125,A razor sharp longsword.
1428,Mithril mace,False,585,351,234,125,A spiky mace.
1143,Mithril med helm,False,780,468,312,125,A medium sized helmet.
4822,Mithril nails,True,18,10,7,13000,Keeps things in place fairly permanently.
447,Mithril ore,False,162,97,64,13000,This needs refining.
1273,Mithril pickaxe,False,1300,780,520,40,Used for mining.
1121,Mithril platebody,False,5200,3120,2080,125,Provides excellent protection.
12277,Mithril platebody (g),False,5200,3120,2080,8,Mithril platebody with gold trim.
12287,Mithril platebody (t),False,5200,3120,2080,8,Mithril platebody with trim.
1071,Mithril platelegs,False,2600,1560,1040,125,These look pretty heavy.
12279,Mithril platelegs (g),False,2600,1560,1040,8,Mithril platelegs with gold trim.
12289,Mithril platelegs (t),False,2600,1560,1040,8,Mithril platelegs with trim.
1085,Mithril plateskirt,False,2600,1560,1040,125,Designer leg protection.
12285,Mithril plateskirt (g),False,2600,1560,1040,8,Mithril plateskirt with gold trim.
12295,Mithril plateskirt (t),False,2600,1560,1040,8,Mithril plateskirt with trim.
1329,Mithril scimitar,False,1040,624,416,125,"A vicious, curved sword."
299,Mithril seeds,True,200,120,80,18000,Magical seeds in a mithril case.
13000,Mithril set (lg),False,5000,3000,2000,8,"A set containing a full helm, platebody, legs and kiteshield."
13002,Mithril set (sk),False,5000,3000,2000,8,"A set containing a full helm, platebody, skirt and kiteshield."
1243,Mithril spear,True,845,507,338,125,A mithril tipped spear.
1257,Mithril spear(p),True,845,507,338,125,A poisoned mithril tipped spear.
5710,Mithril spear(p+),True,845,507,338,125,A poisoned mithril tipped spear.
5724,Mithril spear(p++),True,845,507,338,125,A poisoned mithril tipped spear.
1181,Mithril sq shield,False,1560,936,624,125,A medium square shield.
1285,Mithril sword,False,845,507,338,125,A razor sharp sword.
803,Mithril thrownaxe,True,70,42,28,7000,A finely balanced throwing axe.
13004,Mithril trimmed set (lg),False,5000,3000,2000,8,"A set containing a full helm, platebody, legs and kiteshield."
13006,Mithril trimmed set (sk),False,5000,3000,2000,8,"A set containing a full helm, platebody, skirt and kiteshield."
1343,Mithril warhammer,False,1660,996,664,125,I don't think it's intended for joinery.
2472,Mixed flowers,True,100,60,40,150,A posy of flowers.
31166,Mixed hide armour set,True,145000,87000,58000,,"A set containing a Mixed hide top, Mixed hide legs, Mixed hide boots and Mixed hide cape."
29292,Mixed hide base,True,9000,5400,3600,,I need this to make mixed hide armour.
29286,Mixed hide boots,True,4000,2400,1600,,Made from the hide of a few different creatures.
29289,Mixed hide cape,True,4000,2400,1600,100,Made from the hide of a few different creatures.
29283,Mixed hide legs,True,4000,2400,1600,100,Made from the hide of a few different creatures.
29280,Mixed hide top,True,4000,2400,1600,100,Made from the hide of a few different creatures.
31099,Mokhaiotl waystone,True,10000,6000,4000,100,A magical shard linked to Mokhaiotl.
7416,Mole claw,True,600,360,240,50,A mole claw.
7418,Mole skin,True,400,240,160,50,The skin of a large mole.
23285,Mole slippers,False,1000,600,400,4,Cute mole slippers.
1775,Molten glass,True,3,1,1,13000,Hot glass ready to be blown into useful objects.
542,Monk's robe,False,30,18,12,125,Keeps a monk's knees nice and warm.
20202,Monk's robe (g),False,30,18,12,4,"Keeps a monk's knees nice, warm and stylish."
23306,Monk's robe (t),False,500,300,200,4,I feel the gods don't enjoy my materialistic obsessions.
544,Monk's robe top,False,40,24,16,125,I feel closer to the gods when I am wearing this.
20199,Monk's robe top (g),False,50,30,20,4,I feel the gods don't enjoy my materialistic obsessions.
23303,Monk's robe top (t),False,500,300,200,4,I feel the gods don't enjoy my materialistic obsessions.
4014,Monkey bar,True,50,30,20,6000,It's a monkey bar. It looks highly nutritious.
3183,Monkey bones,False,1,1,1,3000,These are small monkey bones.
4012,Monkey nuts,True,3,1,1,6000,These are monkey nuts. Yummy.
19610,Monkey tail,True,50000,30000,20000,8,"Smells like the south end of a northbound monkey, because it is."
7946,Monkfish,True,230,138,92,13000,A tasty fish.
12353,Monocle,True,1200,720,480,4,"Hmm, shallow and pedantic."
29418,Moon-lite,True,15,9,6,,A popular spirit all across Varlamore.
24949,Moonclan teleport (tablet),True,1,1,1,10000,A teleport to Lunar Isle.
29171,Moonlight antelope antler,True,1,1,1,18000,I don't think I can stick it back on.
29174,Moonlight antelope fur,True,10,6,4,18000,I can make something out of this.
28878,Moonlight antler bolts,True,31,18,12,11000,Bolts made from the antlers of a moonlight antelope.
2955,Moonlight mead,True,5,3,2,2000,A foul smelling brew.
5817,Moonlight mead(4),True,1,1,1,2000,This keg contains 4 pints of Moonlight Mead.
5749,Moonlight mead(m),True,5,3,2,2000,This looks a good deal stronger than normal Moonlight Mead.
5897,Moonlight mead(m4),True,1,1,1,2000,This keg contains 4 pints of mature Moonlight Mead.
28893,Moonlight moth (item),True,1,1,1,125,There's a moonlight moth in here.
29213,Moonlight moth mix (1),True,30,18,12,,There's a moonlight moth in here.
29195,Moonlight moth mix (2),True,30,18,12,125,There's a moonlight moth in here.
22638,Morrigan's coif,True,250000,150000,100000,10,A powerful coif.
22636,Morrigan's javelin,True,4000,2400,1600,100,A vicious javelin.
22641,Morrigan's leather body,True,500000,300000,200000,10,A powerful leather body.
22644,Morrigan's leather chaps,True,500000,300000,200000,10,A powerful pair of leather chaps.
22634,Morrigan's throwing axe,True,4000,2400,1600,100,A vicious throwing axe.
2970,Mort myre fungus,True,1,1,1,13000,A mushroom from the swamps of Mort Myre.
2974,Mort myre pear,True,1,1,1,13000,A pear picked from a dying bush in Mort Myre.
2972,Mort myre stem,True,1,1,1,13000,A cutting from a budding branch.
12406,Mort'ton teleport,True,10,6,4,10000,Teleports you to Mort'ton.
12411,Mos le'harmless teleport,True,10,6,4,10000,Teleports you to Mos Le'Harmless.
22832,Mottled eel,True,3,1,1,13000,A very spotty eel.
6562,Mud battlestaff,True,17000,10200,6800,8,It's a slightly magical stick.
7170,Mud pie,True,54,32,21,11000,All the good of the earth.
4698,Mud rune,True,20,12,8,18000,A combined Earth and Water Rune.
991,Muddy key,False,80,48,32,11000,It looks like the key to a chest.
20083,Mummy's body,True,1,1,1,4,A mummy's body.
20092,Mummy's feet,True,1,1,1,4,A mummy's feet.
20086,Mummy's hands,True,1,1,1,4,A mummy's hands.
20080,Mummy's head,True,1,1,1,4,A mummy's head.
20089,Mummy's legs,True,1,1,1,4,A mummy's legs.
6004,Mushroom,True,38,22,15,11000,A Bittercap Mushroom
7066,Mushroom & onion,True,45,27,18,13000,A bowl of fried mushroom and onions.
21690,Mushroom pie,True,30,18,12,10000,Mmm mushroom pie.
7058,Mushroom potato,True,45,27,18,13000,A baked potato with mushroom and onions.
5282,Mushroom spore,True,86,51,34,200,A Bittercap mushroom spore - plant in a mushroom patch.
12351,Musketeer hat,True,3500,2100,1400,4,Engarde!
12443,Musketeer pants,True,1870,1122,748,4,One for all!
12441,Musketeer tabard,True,1880,1128,752,4,All for one!
3327,Myre snelm,True,300,180,120,150,A marshy coloured snail shell helmet.
1405,Mystic air staff,True,42500,25500,17000,18000,It's a slightly magical stick.
4097,Mystic boots,True,10000,6000,4000,125,Magical boots.
4107,Mystic boots (dark),True,10000,6000,4000,70,Dark magical boots.
23059,Mystic boots (dusk),True,10000,6000,4000,70,Dusky magical boots.
4117,Mystic boots (light),True,10000,6000,4000,70,Bright magical boots.
20739,Mystic dust staff,True,42500,25500,17000,8,It's a slightly more magical stick.
1407,Mystic earth staff,True,42500,25500,17000,18000,It's a slightly magical stick.
1401,Mystic fire staff,True,42500,25500,17000,18000,It's a slightly magical stick.
4095,Mystic gloves,True,10000,6000,4000,125,Magical gloves.
4105,Mystic gloves (dark),True,10000,6000,4000,70,Dark magical gloves.
23056,Mystic gloves (dusk),True,10000,6000,4000,70,Dusky magical gloves.
4115,Mystic gloves (light),True,10000,6000,4000,70,Bright magical gloves.
4089,Mystic hat,True,15000,9000,6000,125,A magical hat.
4099,Mystic hat (dark),True,15000,9000,6000,70,A dark magical hat.
23047,Mystic hat (dusk),True,15000,9000,6000,70,A dusky magical hat.
4109,Mystic hat (light),True,15000,9000,6000,70,A bright magical hat.
3054,Mystic lava staff,True,45000,27000,18000,8,It's a slightly magical stick.
20733,Mystic mist staff,True,42500,25500,17000,8,It's a slightly more magical stick.
6563,Mystic mud staff,True,45000,27000,18000,8,It's a slightly magical stick.
4093,Mystic robe bottom,True,80000,48000,32000,125,The lower half of a magical robe.
4103,Mystic robe bottom (dark),True,80000,48000,32000,70,The lower half of a dark magical robe.
23053,Mystic robe bottom (dusk),True,80000,48000,32000,70,The lower half of a dusky magical robe.
4113,Mystic robe bottom (light),True,80000,48000,32000,70,The lower half of a bright magical robe.
4091,Mystic robe top,True,120000,72000,48000,125,The upper half of a magical robe.
4101,Mystic robe top (dark),True,120000,72000,48000,70,The upper half of a dark magical robe.
23050,Mystic robe top (dusk),True,120000,72000,48000,70,The upper half of a dusky magical robe.
4111,Mystic robe top (light),True,120000,72000,48000,70,The upper half of a bright magical robe.
23113,Mystic set (blue),True,235000,141000,94000,70,"A set containing blue mystic hat, robe top and bottom, gloves and boots."
23116,Mystic set (dark),True,235000,141000,94000,70,"A set containing dark mystic hat, robe top and bottom, gloves and boots."
23119,Mystic set (dusk),True,235000,141000,94000,70,"A set containing dusk mystic hat, robe top and bottom, gloves and boots."
23110,Mystic set (light),True,235000,141000,94000,70,"A set containing light mystic hat, robe top and bottom, gloves and boots."
12000,Mystic smoke staff,True,42500,25500,17000,8,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.
11789,Mystic steam staff,True,45000,27000,18000,8,It's a slightly magical stick.
1403,Mystic water staff,True,42500,25500,17000,18000,It's a slightly magical stick.
10937,Nail beast nails,True,300,180,120,11000,The claws from a nail beast.
12402,Nardah teleport,True,10,6,4,10000,Teleports you to Nardah.
31954,Narwhal horn,True,8000,4800,3200,,A sharp horn for such a gentle creature.
5098,Nasturtium seed,True,11,6,4,200,A nasturtium seed - plant in a flower patch.
6012,Nasturtiums,True,4,2,1,600,A bunch of nasturtiums.
11250,Nature impling jar,True,50,30,20,18000,Nature impling in a jar.
28152,Nature offerings,True,20,12,8,,A sacrifice to nature in the hope of an increase of yield in logs.
561,Nature rune,False,180,108,72,18000,Used for alchemy spells.
1462,Nature talisman,True,4,2,1,11000,A mysterious power emanates from the talisman...
5541,Nature tiara,True,100,60,40,40,A tiara infused with the properties of nature.
12325,Navy cavalier,True,200,120,80,4,All for one and one for all!
1597,Necklace mould,False,5,3,2,40,Used to make necklaces.
19547,Necklace of anguish,True,202000,121200,80800,8,A deep sense of anguish burns within this powerful necklace.
21157,Necklace of faith,True,1425,855,570,10000,Can grant me prayer in an emergency.
21146,Necklace of passage(5),True,1275,765,510,10000,This necklace can really take you places.
1733,Needle,False,1,1,1,40,Used with a thread to make clothes.
10826,Neitiznot shield,True,500,300,200,70,A wooden shield with a rope rim.
8439,Nice hedge (bagged),True,10000,6000,4000,10000,You can plant this in your garden.
31719,Nickel ore,True,400,240,160,,This needs refining.
24422,Nightmare staff,True,600000,360000,240000,8,An ancient staff corrupted by darkness.
26368,Nihil dust,True,500,300,200,11000,Dust from a crushed magical shard.
26372,Nihil horn,True,2000000,1200000,800000,,The horn of a proud nihil.
26231,Nihil shard,True,5000,3000,2000,30000,An ancient magical shard.
30676,Nimbleness charm,True,10000,6000,4000,,"A magical, helpful charm."
11254,Ninja impling jar,True,50,30,20,18000,Ninja impling in a jar.
10150,Noose wand,True,4,2,1,40,A noose on a stick.
4168,Nose peg,True,200,120,80,70,Protects me from any bad smells.
29098,Not meat,True,1,1,1,,Don't eat this.
29796,Noxious halberd,True,500000,300000,200000,8,A venomous halberd created from the parts of an araxyte.
21555,Numulite,True,10,6,4,30000,A form of currency on Fossil Island.
19918,Nunchaku,True,6000,3600,2400,8,"A pair of Nunchaku, smells of pizza."
8504,Oak armchair (flatpack),True,10,6,4,500,How does it all fit in there?
9859,Oak armour case (flatpack),True,10,6,4,500,How does it all fit in there?
8578,Oak bed (flatpack),True,10,6,4,500,How does it all fit in there?
8564,Oak bench (flatpack),True,10,6,4,500,How does it all fit in there?
21515,Oak bird house,True,5,3,2,250,Feed and catch the birds by placing this in the right spot.
6410,Oak blackjack(d),True,400,240,160,125,A defensive blackjack.
6408,Oak blackjack(o),True,400,240,160,125,An offensive blackjack.
8512,Oak bookcase (flatpack),True,10,6,4,500,How does it all fit in there?
9843,Oak cape rack (flatpack),True,10,6,4,500,How does it all fit in there?
8502,Oak chair (flatpack),True,10,6,4,500,How does it all fit in there?
8590,Oak clock (flatpack),True,10,6,4,500,How does it all fit in there?
8550,Oak dining table (flatpack),True,10,6,4,500,How does it all fit in there?
8612,Oak drawers (flatpack),True,10,6,4,500,How does it all fit in there?
8600,Oak dresser (flatpack),True,10,6,4,500,How does it all fit in there?
9865,Oak fancy dress box (flatpack),True,10,6,4,500,Oak fancy dress box.
32044,Oak hull parts,True,625,375,250,100,Parts for creating an oak hull for a boat.
8530,Oak kitchen table (flatpack),True,10,6,4,500,How does it all fit in there?
6022,Oak leaves,True,1,1,1,,A pile of Oak tree leaves.
1521,Oak logs,False,20,12,8,15000,Logs cut from an oak tree.
845,Oak longbow,False,160,96,64,18000,A nice sturdy bow made out of oak.
56,Oak longbow (u),True,80,48,32,10000,An unstrung oak longbow; I need a bowstring for this.
9852,Oak magic wardrobe (flatpack),True,10,6,4,500,How does it all fit in there?
8778,Oak plank,True,250,150,100,13000,A plank of sturdy oak.
3440,Oak pyre logs,True,40,24,16,11000,Oak logs prepared with sacred oil for a funeral pyre.
31967,Oak repair kit,True,400,240,160,13000,A boat repair kit made from oak.
6043,Oak roots,True,1,1,1,11000,The roots of the Oak tree.
5370,Oak sapling,True,1,1,1,200,This sapling is ready to be replanted in a tree patch.
8598,Oak shaving stand (flatpack),True,10,6,4,500,How does it all fit in there?
22251,Oak shield,True,80,48,32,18000,A solid oaken shield.
843,Oak shortbow,False,100,60,40,18000,"A shortbow made out of oak, still effective."
54,Oak shortbow (u),True,50,30,20,10000,An unstrung oak shortbow; I need a bowstring for this.
9442,Oak stock,True,27,16,10,10000,An oak crossbow stock.
9849,Oak toy box (flatpack),True,10,6,4,500,How does it all fit in there?
9862,Oak treasure chest (flatpack),True,10,6,4,500,How does it all fit in there?
8614,Oak wardrobe (flatpack),True,10,6,4,500,How does it all fit in there?
30744,Oathplate armour set,True,145000,87000,58000,,"A set containing a Oathplate helm, Oathplate chest, and Oathplate legs."
30753,Oathplate chest,True,600000,360000,240000,,A chestplate forged from infernal metal.
30750,Oathplate helm,True,200000,120000,80000,,A helm forged from infernal metal.
30756,Oathplate legs,True,400000,240000,160000,,Platelegs forged from infernal metal.
30765,Oathplate shards,True,1000,600,400,,A strange metal from a distant realm. It has long since lost its luster.
21279,Obsidian armour set,True,126000,75600,50400,5,"A set containing an Obsidian helmet, platebody and platelegs."
6568,Obsidian cape,True,60000,36000,24000,70,A cape of woven obsidian plates.
20050,Obsidian cape (r),True,60000,36000,24000,70,A cape of woven obsidian plates.
21298,Obsidian helmet,True,56320,33792,22528,70,Provides excellent protection.
21301,Obsidian platebody,True,84000,50400,33600,70,Provides excellent protection.
21304,Obsidian platelegs,True,67000,40200,26800,70,Provides excellent protection.
12002,Occult necklace,True,45000,27000,18000,8,A smokey evil embodies this amulet.
20065,Occult ornament kit,True,5000,3000,2000,4,Use on an occult necklace to make it look fancier!
3331,Ochre snelm,True,300,180,120,150,A muddy yellow snail shell helmet.
11928,Odium shard 1,True,31000,18600,12400,10000,A broken shield piece.
11929,Odium shard 2,True,31000,18600,12400,10000,A broken shield piece.
11930,Odium shard 3,True,31000,18600,12400,10000,A broken shield piece.
11926,Odium ward,True,45000,27000,18000,8,"An ancient, evil shield forged by Volcanic heat."
2866,Ogre arrow,True,25,15,10,7000,A large ogre arrow with a bone tip.
2864,Ogre arrow shaft,True,1,1,1,7000,A wooden arrow shaft.
4850,Ogre coffin key,True,100,60,40,3000,A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).
4522,Oil lamp,True,28,16,11,40,Not the genie sort.
4537,Oil lantern,True,125,75,50,40,An unlit oil lantern.
4540,Oil lantern frame,True,90,54,36,10000,Add the glass to complete.
20029,Old demon mask,True,4000,2400,1600,4,Lost in time.
13190,Old school bond,False,2000000,,,100,This bond can be redeemed for membership.
3428,Olive oil(1),True,14,8,5,10000,1 dose of olive oil.
3426,Olive oil(2),True,17,10,6,10000,2 doses of olive oil.
3424,Olive oil(3),True,20,12,8,10000,3 doses of olive oil.
3422,Olive oil(4),True,22,13,8,10000,4 doses of olive oil.
1957,Onion,False,3,1,1,13000,A strong smelling onion.
1875,Onion & tomato,True,5,3,2,11000,A mixture of chopped onions and tomatoes in a bowl.
5319,Onion seed,True,3,1,1,600,An onion seed - plant in an allotment.
5458,Onions(10),True,1,1,1,600,There are 10 onions in this sack.
6573,Onyx,True,200000,120000,80000,11000,This looks valuable.
6581,Onyx amulet,True,201000,120600,80400,10000,I wonder if I can get this enchanted.
6579,Onyx amulet (u),True,201000,120600,80400,10000,It needs a string so I can wear it.
9194,Onyx bolt tips,True,1000,600,400,11000,Onyx bolt tips.
9342,Onyx bolts,True,13633,8179,5453,11000,Onyx tipped Runite crossbow bolts.
9245,Onyx bolts (e),True,15000,9000,6000,11000,Enchanted Onyx tipped Runite Crossbow Bolts.
11130,Onyx bracelet,True,201000,120600,80400,10000,"Yep, this is most definitely valuable!"
21973,Onyx dragon bolts,True,13900,8340,5560,11000,"Dragon crossbow bolts, tipped with onyx."
21950,Onyx dragon bolts (e),True,15800,9480,6320,11000,"Enchanted Dragon crossbow bolts, tipped with onyx."
6577,Onyx necklace,True,201000,120600,80400,10000,I wonder if this is valuable.
6575,Onyx ring,True,201000,120600,80400,10000,A valuable ring.
1609,Opal,True,100,60,40,13000,A semi precious stone.
21108,Opal amulet,True,900,540,360,10000,I wonder if I can get this enchanted.
21099,Opal amulet (u),True,900,540,360,10000,It needs a string so I can wear it.
45,Opal bolt tips,True,7,4,2,11000,Opal bolt tips.
879,Opal bolts,True,7,4,2,11000,Opal tipped Bronze crossbow bolts.
9236,Opal bolts (e),True,7,4,2,11000,Enchanted Opal tipped Bronze Crossbow Bolts.
21117,Opal bracelet,True,1150,690,460,10000,I wonder if this is valuable.
21955,Opal dragon bolts,True,550,330,220,11000,"Dragon crossbow bolts, tipped with opal."
21932,Opal dragon bolts (e),True,580,348,232,11000,"Enchanted Dragon crossbow bolts, tipped with opal."
6313,Opal machete,True,500,300,200,15,A jungle specific slashing device.
21090,Opal necklace,True,1050,630,420,10000,I wonder if this is valuable.
21081,Opal ring,True,1050,630,420,10000,A valuable ring.
8560,Opulent table (flatpack),True,10,6,4,500,How does it all fit in there?
2108,Orange,True,2,1,1,13000,A fresh orange.
7321,Orange boater,True,225,135,90,4,Stylish!
1031,Orange cape,False,32,19,12,150,A thick orange cape.
2110,Orange chunks,True,2,1,1,13000,Fresh chunks of orange.
1769,Orange dye,False,5,3,2,150,A little bottle of orange dye.
10091,Orange feather,True,15,9,6,8000,A fairly plain feather.
2470,Orange flowers,True,100,60,40,150,A posy of flowers.
10146,Orange salamander,True,100,60,40,125,Slightly slimy but kind of cute.
5498,Orange sapling,True,1,1,1,200,This sapling is ready to be replanted in a fruit tree patch.
2112,Orange slices,True,2,1,1,13000,Fresh orange slices.
5285,Orange tree seed,True,31,18,12,200,Plant in a plantpot of soil to grow a sapling.
5396,Oranges(5),True,1,1,1,600,A fruit basket filled with oranges.
24229,Ornate maul handle,True,5000,3000,2000,50,This handle can be applied to the granite maul.
26602,Osman's report,False,1,1,1,0,Osman's trade report for Ali Morrisane.
26219,Osmumten's fang,True,1000000,600000,400000,8,A deadly sword created long ago.
24951,Ourania teleport (tablet),True,1,1,1,10000,A teleport to the Ourania cave.
4834,Ourg bones,True,1,1,1,7500,Ancient ogre bones from the ogre burial tomb.
407,Oyster,True,200,120,80,11000,Maybe there are pearls inside?
411,Oyster pearl,True,112,67,44,11000,I could work wonders with a chisel on this pearl.
413,Oyster pearls,True,1400,840,560,11000,I could work wonders with a chisel on these pearls.
12781,Paddewwa teleport (tablet),True,1,1,1,10000,A teleport to Paddewwa.
5502,Palm sapling,True,1,1,1,200,This sapling is ready to be replanted in a fruit tree patch.
5289,Palm tree seed,True,254,152,101,200,Plant in a plantpot of soil to grow a sapling.
10396,Pantaloons,True,2000,1200,800,4,"Alas, someone has slashed my pantaloons."
5972,Papaya fruit,True,64,38,25,11000,Looks delicious.
5501,Papaya sapling,True,1,1,1,200,This sapling is ready to be replanted in a fruit tree patch.
5288,Papaya tree seed,True,115,69,46,200,Plant in a plantpot of soil to grow a sapling.
970,Papyrus,True,10,6,4,13000,Used for making notes.
12399,Partyhat & specs,True,1800,1080,720,4,I have the sudden urge to rob the bank...
13173,Partyhat set,False,10,6,4,5,"A set containing red, yellow, blue, purple, green and white partyhats."
1953,Pastry dough,False,1,1,1,13000,Potentially pastry.
6697,Pat of butter,True,4,2,1,11000,A pat of freshly churned butter.
20226,Peaceful blessing,True,80,48,32,5,"Life and death, old and new, day and night. Balance is the key to all."
46,Pearl bolt tips,True,12,7,4,11000,Pearl bolt tips.
880,Pearl bolts,True,13,7,5,11000,Pearl tipped Iron crossbow bolts.
9238,Pearl bolts (e),True,15,9,6,11000,Enchanted Pearl tipped Iron Crossbow Bolts.
21959,Pearl dragon bolts,True,650,390,260,11000,"Dragon crossbow bolts, tipped with pearl."
21936,Pearl dragon bolts (e),True,680,408,272,11000,"Enchanted Dragon crossbow bolts, tipped with pearl."
13237,Pegasian boots,True,75000,45000,30000,15,A pair of upgraded ranger boots.
13229,Pegasian crystal,True,45000,27000,18000,15,A powerful crystal of flight.
12428,Penguin mask,True,1200,720,480,4,Thankfully this doesn't reset every week.
29256,Perfected quetzal whistle blueprint,True,7500,4500,3000,50,A perfected blueprint for a quetzal whistle.
12407,Pest control teleport,True,10,6,4,10000,Teleports you to Pest control.
233,Pestle and mortar,True,4,2,1,40,I can grind things for potions in this.
26945,Pharaoh's sceptre (uncharged),True,83334,50000,33333,,This sceptre has no remaining charges.
11090,Phoenix necklace,True,4050,2430,1620,10000,"In case of emergency, wear necklace."
3398,Phrin remains,True,1,1,1,7500,The remains of a deadly shade.
2313,Pie dish,False,3,1,1,500,Deceptively pie shaped.
7162,Pie recipe book,True,5,3,2,15,Lots of pie recipes for me to try.
2315,Pie shell,False,4,2,1,13000,I need to find a filling for this pie.
351,Pike,False,20,12,8,6000,Some nicely cooked pike.
4689,Pile of salt,True,20,12,8,15,A little heap of salt.
31484,Pillar coral,True,104,62,41,,A real community of the pillar.
31513,Pillar frag,True,52,31,20,600,This can be propagated in a coral nursery.
31665,Pillar potion (unf),True,25,15,10,,I need another ingredient to finish this Pillar potion.
2114,Pineapple,True,2,1,1,13000,It can be cut up into something more manageable with a knife.
2116,Pineapple chunks,True,1,1,1,13000,Fresh chunks of pineapple.
2301,Pineapple pizza,True,100,60,40,10000,A tropicana pizza.
2048,Pineapple punch,True,30,18,12,2000,A fresh healthy fruit mix.
2118,Pineapple ring,True,1,1,1,13000,Exotic fruit.
5500,Pineapple sapling,True,1,1,1,200,This sapling is ready to be replanted in a fruit tree patch.
5287,Pineapple seed,True,74,44,29,200,Plant in a plantpot of soil to grow a sapling.
12309,Pink boater,True,225,135,90,4,Stylish!
626,Pink boots,True,200,120,80,150,"They're soft, silky and pink."
6959,Pink cape,True,1,1,1,150,It's a bit pink.
12339,Pink elegant blouse,True,2000,1200,800,4,A well made elegant ladies' pink blouse.
12317,Pink elegant legs,True,2000,1200,800,4,A rather elegant pair of men's pink pantaloons.
12315,Pink elegant shirt,True,2000,1200,800,4,A well made elegant men's pink shirt.
12341,Pink elegant skirt,True,2000,1200,800,4,A rather elegant pink skirt.
656,Pink hat,True,160,96,64,150,A silly pink pointed hat.
12305,Pink headband,True,40,24,16,4,A minimalist's hat.
646,Pink robe bottoms,True,180,108,72,150,Made by Tree Gnomes with a thing for pink.
636,Pink robe top,True,180,108,72,150,"The ultimate in gnome design, now in pink!"
